room_id,day,slot,course
TP2-1505,Tue,2,ENG101
UB-1004,Tue,2,MATH201
TP2-0204,Tue,2,PHY102
TP2-0115,Tue,2,PHY102
UB-0314,Tue,2,CS101
UB-1314,Tue,2,PHY102
TP2-1107,Tue,2,PHY102
TP-0303,Tue,2,PHY102
UB-0318,Tue,2,CS101
TP-0812,Tue,2,ENG101
UB-1303,Tue,2,PHY102
UB-0914,Tue,2,ENG101
TP-0104,Tue,2,CS101
TP-0711,Tue,2,PHY102
TP2-1115,Tue,2,ENG101
UB-0518,Tue,2,PHY102
TP2-0618,Tue,2,ENG101
UB-0407,Tue,2,ENG101
TP2-1220,Tue,2,CS101
TP2-0813,Tue,2,MATH201
TP2-0107,Tue,2,PHY102
UB-0610,Tue,2,PHY102
TP-0410,Tue,2,CS101
UB-1210,Tue,2,MATH201
TP2-1110,Tue,2,CS101
UB-1105,Tue,2,ENG101
TP-1511,Tue,2,ENG101
TP-0702,Tue,2,MATH201
UB-1115,Tue,2,PHY102
UB-1119,Tue,2,PHY102
TP2-1109,Tue,2,CS101
TP2-1520,Tue,2,PHY102
TP-0511,Tue,2,ENG101
TP2-0608,Tue,2,CS101
TP2-0112,Tue,2,CS101
UB-0220,Tue,2,PHY102
UB-1419,Tue,2,PHY102
UB-1015,Tue,2,ENG101
UB-0420,Tue,2,CS101
UB-1510,Tue,2,ENG101
UB-1019,Tue,2,ENG101
TP2-1417,Tue,2,PHY102
UB-1412,Tue,2,ENG101
UB-1011,Tue,2,ENG101
TP2-0119,Tue,2,CS101
UB-1212,Tue,2,ENG101
UB-1406,Tue,2,MATH201
UB-1001,Tue,2,ENG101
UB-0204,Tue,2,ENG101
TP-1110,Tue,2,PHY102
UB-0805,Tue,2,CS101
UB-0306,Tue,2,PHY102
UB-0313,Tue,2,ENG101
TP2-0816,Tue,2,ENG101
TP-0502,Tue,2,CS101
TP2-0616,Tue,2,CS101
UB-1519,Tue,2,ENG101
TP-0709,Tue,2,CS101
TP-1412,Tue,2,PHY102
TP2-1319,Tue,2,MATH201
TP2-0910,Tue,2,MATH201
TP2-1120,Tue,2,CS101
TP2-1406,Tue,2,CS101
TP2-0017,Tue,2,MATH201
UB-0317,Tue,2,MATH201
TP2-0101,Tue,2,PHY102
TP-0712,Tue,2,PHY102
TP2-0002,Tue,2,ENG101
UB-1220,Tue,2,ENG101
TP2-0819,Tue,2,PHY102
UB-1309,Tue,2,MATH201
TP2-1501,Tue,2,PHY102
UB-0917,Tue,2,CS101
TP2-0803,Tue,2,CS101
TP2-0906,Tue,2,ENG101
TP2-0216,Tue,2,ENG101
TP-0311,Tue,2,CS101
UB-0804,Tue,2,MATH201
TP-0201,Tue,2,CS101
TP2-0804,Tue,2,PHY102
TP-0801,Tue,2,CS101
TP2-1020,Tue,2,ENG101
UB-0812,Tue,2,ENG101
UB-0813,Tue,2,PHY102
UB-0901,Tue,2,PHY102
TP2-1104,Tue,2,CS101
UB-1408,Tue,2,MATH201
TP2-1418,Tue,2,ENG101
TP2-1510,Tue,2,CS101
TP-1301,Tue,2,PHY102
UB-1304,Tue,2,CS101
TP2-1502,Tue,2,MATH201
TP2-0620,Tue,2,ENG101
TP2-0810,Tue,2,ENG101
TP2-1017,Tue,2,MATH201
UB-0406,Tue,2,CS101
TP-1202,Tue,2,ENG101
UB-0816,Tue,2,PHY102
UB-0202,Tue,2,MATH201
UB-0809,Tue,2,PHY102
UB-0106,Tue,2,ENG101
UB-0110,Tue,2,MATH201
UB-0511,Tue,2,ENG101
UB-0403,Tue,2,CS101
TP2-0001,Tue,2,PHY102
UB-1511,Tue,2,MATH201
UB-0316,Tue,2,ENG101
TP2-0016,Tue,2,ENG101
UB-0706,Tue,2,CS101
TP2-0617,Tue,2,PHY102
TP2-1315,Tue,2,MATH201
TP2-0108,Tue,2,CS101
TP-0310,Tue,2,PHY102
TP-0803,Tue,2,MATH201
UB-0203,Tue,2,ENG101
TP2-0011,Tue,2,ENG101
UB-0615,Tue,2,PHY102
TP2-1218,Tue,2,ENG101
UB-0913,Tue,2,CS101
TP-0402,Tue,2,MATH201
TP2-0218,Tue,2,MATH201
UB-1010,Tue,2,CS101
TP2-0607,Tue,2,ENG101
TP2-1317,Tue,2,MATH201
TP-1009,Tue,2,CS101
TP2-1014,Tue,2,ENG101
UB-1405,Tue,2,PHY102
UB-0302,Tue,2,PHY102
TP-0703,Tue,2,ENG101
TP2-1019,Tue,2,PHY102
TP2-1402,Tue,2,PHY102
TP-0112,Tue,2,CS101
TP-1104,Tue,2,ENG101
UB-0907,Tue,2,ENG101
TP2-1517,Tue,2,ENG101
UB-0705,Tue,2,ENG101
UB-0417,Tue,2,PHY102
UB-0404,Tue,2,MATH201
TP2-0008,Tue,2,PHY102
UB-0410,Tue,2,PHY102
UB-1216,Tue,2,MATH201
TP2-0601,Tue,2,MATH201
TP2-1213,Tue,2,PHY102
UB-0607,Tue,2,ENG101
TP2-0109,Tue,2,PHY102
UB-0617,Tue,2,CS101
TP2-0911,Tue,2,CS101
TP-0503,Tue,2,PHY102
TP-0411,Tue,2,ENG101
UB-1209,Tue,2,CS101
TP2-0615,Tue,2,MATH201
UB-0902,Tue,2,ENG101
TP-1004,Tue,2,ENG101
UB-0105,Tue,2,ENG101
UB-1020,Tue,2,ENG101
TP2-1016,Tue,2,PHY102
UB-0920,Tue,2,PHY102
UB-0605,Tue,2,CS101
UB-1320,Tue,2,MATH201
TP-0304,Tue,2,MATH201
TP-1201,Tue,2,ENG101
TP2-1413,Tue,2,PHY102
UB-1507,Tue,2,PHY102
TP-0403,Tue,2,CS101
UB-0219,Tue,2,ENG101
UB-1106,Tue,2,PHY102
TP2-1205,Tue,2,MATH201
UB-0207,Tue,2,PHY102
TP2-1105,Tue,2,MATH201
UB-1420,Tue,2,PHY102
UB-1103,Tue,2,CS101
TP2-1507,Tue,2,CS101
UB-0112,Tue,2,PHY102
UB-0505,Tue,2,MATH201
UB-0807,Tue,2,MATH201
TP2-1314,Tue,2,CS101
TP-0512,Tue,2,ENG101
UB-1301,Tue,2,MATH201
TP2-0020,Tue,2,MATH201
TP2-1320,Tue,2,PHY102
TP-1211,Tue,2,PHY102
UB-1104,Tue,2,ENG101
UB-1101,Tue,2,MATH201
UB-0117,Tue,2,PHY102
UB-1410,Tue,2,ENG101
TP-1512,Tue,2,ENG101
UB-0310,Tue,2,ENG101
TP-1210,Tue,2,CS101
TP2-1518,Tue,2,ENG101
UB-0908,Tue,2,PHY102
TP-1501,Tue,2,MATH201
UB-1002,Tue,2,PHY102
TP-1010,Tue,2,PHY102
TP-0901,Tue,2,PHY102
UB-1014,Tue,2,ENG101
TP2-1111,Tue,2,PHY102
TP-1503,Tue,2,MATH201
TP-1212,Tue,2,MATH201
UB-0711,Tue,2,PHY102
UB-0918,Tue,2,ENG101
TP2-1009,Tue,2,CS101
UB-0412,Tue,2,ENG101
TP2-1207,Tue,2,PHY102
TP2-1112,Tue,2,MATH201
UB-0606,Tue,2,CS101
TP2-0104,Tue,2,PHY102
UB-0608,Tue,2,PHY102
UB-1413,Tue,2,PHY102
UB-0205,Tue,2,PHY102
UB-0708,Tue,2,MATH201
TP2-0212,Tue,2,CS101
UB-1219,Tue,2,MATH201
UB-1501,Tue,2,MATH201
UB-0810,Tue,2,CS101
TP2-1002,Tue,2,PHY102
UB-0820,Tue,2,CS101
TP-1011,Tue,2,ENG101
TP2-0901,Tue,2,MATH201
UB-0503,Tue,2,MATH201
TP2-1311,Tue,2,PHY102
UB-0104,Tue,2,CS101
UB-1317,Tue,2,ENG101
TP2-1514,Tue,2,CS101
UB-0712,Tue,2,PHY102
UB-0906,Tue,2,MATH201
UB-0703,Tue,2,MATH201
UB-0414,Tue,2,PHY102
TP2-1119,Tue,2,ENG101
TP2-0614,Tue,2,MATH201
UB-1206,Tue,2,MATH201
UB-1109,Tue,2,PHY102
UB-1512,Tue,2,MATH201
TP2-0814,Tue,2,ENG101
TP-1409,Tue,2,MATH201
TP2-1015,Tue,2,ENG101
UB-0217,Tue,2,CS101
TP2-0105,Tue,2,CS101
TP-0301,Tue,2,MATH201
UB-0218,Tue,2,PHY102
UB-1013,Tue,2,PHY102
TP-0910,Tue,2,MATH201
UB-1207,Tue,2,PHY102
TP2-0005,Tue,2,MATH201
UB-1316,Tue,2,MATH201
UB-0507,Tue,2,PHY102
UB-1017,Tue,2,CS101
TP2-0009,Tue,2,ENG101
UB-0405,Tue,2,MATH201
TP2-1214,Tue,2,MATH201
UB-0216,Tue,2,PHY102
UB-0409,Tue,2,CS101
UB-1508,Tue,2,CS101
TP2-1409,Tue,2,CS101
TP2-1401,Tue,2,PHY102
UB-1308,Tue,2,PHY102
TP2-0003,Tue,2,PHY102
TP2-1008,Tue,2,CS101
TP2-1419,Tue,2,PHY102
UB-0301,Tue,2,ENG101
TP-0401,Tue,2,CS101
TP2-0916,Tue,2,CS101
UB-0401,Tue,2,PHY102
TP2-1217,Tue,2,PHY102
UB-0817,Tue,2,CS101
TP-0412,Tue,2,ENG101
TP2-1515,Tue,2,PHY102
UB-0502,Tue,2,CS101
UB-0102,Tue,2,ENG101
TP2-0604,Tue,2,PHY102
UB-0113,Tue,2,PHY102
UB-0801,Tue,2,PHY102
TP-0710,Tue,2,CS101
TP2-0213,Tue,2,CS101
TP-0811,Tue,2,MATH201
UB-1513,Tue,2,ENG101
TP2-1415,Tue,2,CS101
UB-1409,Tue,2,MATH201
UB-0315,Tue,2,ENG101
TP-1302,Tue,2,PHY102
TP2-1001,Tue,2,ENG101
TP2-0606,Tue,2,MATH201
TP2-1512,Tue,2,MATH201
UB-0912,Tue,2,PHY102
UB-1215,Tue,2,MATH201
TP2-0106,Tue,2,ENG101
UB-1201,Tue,2,CS101
UB-1214,Tue,2,ENG101
UB-0903,Tue,2,CS101
TP2-0207,Tue,2,PHY102
TP2-1106,Tue,2,PHY102
TP2-0217,Tue,2,MATH201
TP-0209,Tue,2,ENG101
UB-1012,Tue,2,ENG101
UB-1404,Tue,2,ENG101
TP2-1307,Tue,2,PHY102
TP2-0215,Tue,2,ENG101
UB-1520,Tue,2,PHY102
TP-0704,Tue,2,ENG101
UB-1113,Tue,2,ENG101
UB-0514,Tue,2,CS101
UB-0201,Tue,2,MATH201
UB-0116,Tue,2,MATH201
UB-1310,Tue,2,ENG101
UB-0612,Tue,2,CS101
TP-0603,Tue,2,MATH201
TP2-1519,Tue,2,ENG101
UB-1312,Tue,2,ENG101
TP-1403,Tue,2,ENG101
UB-0214,Tue,2,ENG101
TP2-1108,Tue,2,MATH201
TP2-1308,Tue,2,ENG101
TP2-1404,Tue,2,PHY102
UB-1517,Tue,2,PHY102
UB-0118,Tue,2,ENG101
UB-0418,Tue,2,MATH201
TP2-0118,Tue,2,MATH201
TP-0909,Tue,2,MATH201
UB-0119,Tue,2,ENG101
UB-0510,Tue,2,PHY102
UB-1417,Tue,2,ENG101
TP2-1302,Tue,2,MATH201
TP2-0920,Tue,2,CS101
UB-0719,Tue,2,MATH201
UB-1302,Tue,2,ENG101
UB-0716,Tue,2,MATH201
UB-0415,Tue,2,CS101
TP-0409,Tue,2,ENG101
UB-0707,Tue,2,ENG101
TP2-0802,Tue,2,PHY102
TP2-0815,Tue,2,PHY102
TP2-0205,Tue,2,MATH201
TP2-0817,Tue,2,ENG101
TP2-1403,Tue,2,MATH201
UB-1403,Tue,2,ENG101
UB-0208,Tue,2,ENG101
TP2-0220,Tue,2,PHY102
TP-1101,Tue,2,PHY102
TP2-1011,Tue,2,MATH201
UB-1016,Tue,2,PHY102
TP2-1006,Tue,2,MATH201
UB-0808,Tue,2,PHY102
TP2-1013,Tue,2,PHY102
UB-1516,Tue,2,CS101
UB-1318,Tue,2,CS101
UB-0603,Tue,2,ENG101
TP2-0808,Tue,2,MATH201
TP2-1411,Tue,2,ENG101
UB-0517,Tue,2,MATH201
TP-1404,Tue,2,MATH201
TP2-1102,Tue,2,MATH201
TP-1410,Tue,2,ENG101
UB-1502,Tue,2,CS101
UB-0416,Tue,2,MATH201
UB-0411,Tue,2,ENG101
TP-1109,Tue,2,PHY102
TP-1510,Tue,2,PHY102
TP2-0612,Tue,2,CS101
TP2-0018,Tue,2,MATH201
TP2-0206,Tue,2,MATH201
TP2-1506,Tue,2,ENG101
TP2-1410,Tue,2,CS101
TP2-1405,Tue,2,PHY102
TP-0510,Tue,2,CS101
TP2-0007,Tue,2,ENG101
TP2-1414,Tue,2,CS101
UB-0420,Tue,3,MATH201
UB-0214,Tue,3,MATH201
TP2-0002,Tue,3,ENG101
TP2-1317,Tue,3,MATH201
TP2-0902,Tue,3,CS101
TP2-1205,Tue,3,MATH201
UB-0114,Tue,3,MATH201
UB-0112,Tue,3,MATH201
UB-0418,Tue,3,PHY102
TP2-1420,Tue,3,MATH201
TP-0304,Tue,3,ENG101
TP-0302,Tue,3,CS101
UB-0401,Tue,3,PHY102
UB-0804,Tue,3,ENG101
UB-0216,Tue,3,PHY102
UB-1415,Tue,3,PHY102
UB-0819,Tue,3,PHY102
UB-1102,Tue,3,PHY102
TP2-1306,Tue,3,ENG101
TP2-1209,Tue,3,MATH201
TP2-1314,Tue,3,ENG101
UB-1504,Tue,3,CS101
UB-1007,Tue,3,CS101
UB-0916,Tue,3,ENG101
TP2-1102,Tue,3,ENG101
UB-1214,Tue,3,MATH201
TP2-1014,Tue,3,CS101
UB-1411,Tue,3,CS101
TP2-1511,Tue,3,PHY102
UB-1119,Tue,3,MATH201
TP2-0218,Tue,3,MATH201
UB-1302,Tue,3,PHY102
TP-1510,Tue,3,MATH201
TP2-0019,Tue,3,MATH201
UB-1301,Tue,3,PHY102
UB-0703,Tue,3,MATH201
UB-0520,Tue,3,PHY102
UB-1219,Tue,3,PHY102
TP-0811,Tue,3,MATH201
UB-0716,Tue,3,MATH201
UB-0814,Tue,3,ENG101
TP2-1307,Tue,3,CS101
TP2-0608,Tue,3,MATH201
UB-0611,Tue,3,ENG101
TP2-1409,Tue,3,MATH201
UB-1109,Tue,3,PHY102
TP2-0104,Tue,3,CS101
TP-1411,Tue,3,MATH201
TP-1410,Tue,3,MATH201
UB-0509,Tue,3,PHY102
UB-1305,Tue,3,MATH201
UB-1218,Tue,3,ENG101
TP2-1110,Tue,3,ENG101
TP-0301,Tue,3,CS101
UB-1507,Tue,3,CS101
TP2-0020,Tue,3,ENG101
UB-1002,Tue,3,CS101
UB-0615,Tue,3,PHY102
TP2-1106,Tue,3,MATH201
UB-1519,Tue,3,PHY102
TP-1209,Tue,3,ENG101
UB-1118,Tue,3,CS101
TP-0510,Tue,3,PHY102
UB-0803,Tue,3,MATH201
TP2-0204,Tue,3,CS101
UB-0308,Tue,3,ENG101
TP2-0012,Tue,3,ENG101
UB-1108,Tue,3,CS101
UB-0812,Tue,3,PHY102
UB-1006,Tue,3,ENG101
UB-1116,Tue,3,CS101
TP2-1417,Tue,3,PHY102
TP2-0814,Tue,3,PHY102
UB-0411,Tue,3,MATH201
UB-0612,Tue,3,PHY102
UB-0617,Tue,3,ENG101
TP2-0917,Tue,3,MATH201
TP2-1411,Tue,3,CS101
TP2-0616,Tue,3,CS101
TP-0709,Tue,3,ENG101
TP2-1219,Tue,3,MATH201
TP2-0108,Tue,3,PHY102
TP-0309,Tue,3,PHY102
TP-0609,Tue,3,PHY102
TP-1110,Tue,3,CS101
TP2-1220,Tue,3,CS101
TP-1512,Tue,3,ENG101
UB-0915,Tue,3,ENG101
UB-1511,Tue,3,ENG101
TP2-0601,Tue,3,ENG101
TP2-1015,Tue,3,PHY102
UB-1315,Tue,3,ENG101
TP2-1515,Tue,3,ENG101
TP2-0620,Tue,3,CS101
UB-0706,Tue,3,CS101
UB-1412,Tue,3,CS101
TP2-1302,Tue,3,PHY102
UB-0220,Tue,3,MATH201
UB-0405,Tue,3,PHY102
TP2-0805,Tue,3,MATH201
UB-1115,Tue,3,PHY102
UB-0319,Tue,3,ENG101
UB-0914,Tue,3,CS101
TP2-0209,Tue,3,PHY102
TP2-1316,Tue,3,PHY102
TP2-1203,Tue,3,PHY102
UB-1414,Tue,3,CS101
TP2-1211,Tue,3,CS101
TP2-0807,Tue,3,CS101
TP2-1505,Tue,3,CS101
TP2-1005,Tue,3,CS101
UB-0607,Tue,3,MATH201
TP-1003,Tue,3,ENG101
TP-0710,Tue,3,PHY102
TP2-0910,Tue,3,PHY102
UB-0309,Tue,3,CS101
UB-0902,Tue,3,ENG101
TP-0902,Tue,3,PHY102
UB-1101,Tue,3,PHY102
UB-0512,Tue,3,CS101
UB-0802,Tue,3,PHY102
UB-0508,Tue,3,PHY102
TP-0603,Tue,3,CS101
UB-0816,Tue,3,MATH201
TP-1012,Tue,3,MATH201
TP-0211,Tue,3,CS101
TP2-0011,Tue,3,ENG101
TP2-0813,Tue,3,CS101
UB-0406,Tue,3,ENG101
TP-1011,Tue,3,PHY102
TP2-0111,Tue,3,CS101
TP2-0610,Tue,3,PHY102
UB-0404,Tue,3,ENG101
UB-0118,Tue,3,ENG101
UB-0820,Tue,3,ENG101
TP-1104,Tue,3,ENG101
TP2-0102,Tue,3,MATH201
UB-1517,Tue,3,ENG101
UB-0312,Tue,3,PHY102
TP2-0904,Tue,3,CS101
TP2-1020,Tue,3,ENG101
UB-0316,Tue,3,PHY102
TP2-0105,Tue,3,ENG101
TP2-1418,Tue,3,MATH201
UB-1304,Tue,3,MATH201
TP2-1013,Tue,3,ENG101
UB-0711,Tue,3,PHY102
UB-1202,Tue,3,ENG101
TP-1101,Tue,3,MATH201
TP-0409,Tue,3,PHY102
TP-1409,Tue,3,CS101
UB-0413,Tue,3,ENG101
TP2-1116,Tue,3,ENG101
UB-0605,Tue,3,MATH201
TP-0104,Tue,3,ENG101
UB-0403,Tue,3,ENG101
UB-0613,Tue,3,CS101
TP2-0913,Tue,3,CS101
UB-1514,Tue,3,PHY102
TP2-0811,Tue,3,ENG101
TP2-0803,Tue,3,PHY102
UB-0516,Tue,3,MATH201
UB-1318,Tue,3,PHY102
UB-1420,Tue,3,MATH201
TP-1312,Tue,3,ENG101
TP2-0816,Tue,3,PHY102
UB-1107,Tue,3,ENG101
TP-0612,Tue,3,ENG101
UB-0906,Tue,3,PHY102
TP-0703,Tue,3,ENG101
UB-0718,Tue,3,MATH201
UB-0715,Tue,3,MATH201
UB-0616,Tue,3,ENG101
TP2-1113,Tue,3,CS101
UB-0315,Tue,3,CS101
UB-1418,Tue,3,MATH201
TP-0101,Tue,3,ENG101
TP2-0909,Tue,3,ENG101
TP2-1012,Tue,3,MATH201
UB-0810,Tue,3,PHY102
UB-0519,Tue,3,CS101
UB-0518,Tue,3,MATH201
UB-1216,Tue,3,CS101
UB-0120,Tue,3,CS101
UB-1311,Tue,3,PHY102
UB-0918,Tue,3,ENG101
UB-0818,Tue,3,MATH201
TP-1203,Tue,3,ENG101
TP-0812,Tue,3,ENG101
TP2-1011,Tue,3,PHY102
TP2-0903,Tue,3,MATH201
UB-0317,Tue,3,PHY102
TP-1112,Tue,3,CS101
TP2-1108,Tue,3,ENG101
UB-0115,Tue,3,CS101
TP2-0014,Tue,3,ENG101
UB-1010,Tue,3,MATH201
UB-0501,Tue,3,PHY102
TP2-1403,Tue,3,CS101
UB-1313,Tue,3,MATH201
UB-0502,Tue,3,MATH201
TP2-0911,Tue,3,ENG101
TP2-0206,Tue,3,CS101
UB-0318,Tue,3,PHY102
UB-0903,Tue,3,MATH201
UB-1004,Tue,3,MATH201
TP2-0818,Tue,3,MATH201
TP-0109,Tue,3,MATH201
UB-1005,Tue,3,PHY102
UB-0217,Tue,3,MATH201
UB-1314,Tue,3,MATH201
TP2-0612,Tue,3,CS101
UB-0905,Tue,3,ENG101
TP2-0217,Tue,3,MATH201
TP-0611,Tue,3,CS101
UB-1114,Tue,3,PHY102
UB-1501,Tue,3,PHY102
TP-1301,Tue,3,PHY102
UB-1220,Tue,3,MATH201
TP-0512,Tue,3,PHY102
UB-0909,Tue,3,MATH201
TP2-1111,Tue,3,PHY102
TP2-1513,Tue,3,PHY102
TP-0411,Tue,3,ENG101
TP-0702,Tue,3,ENG101
UB-1212,Tue,3,ENG101
UB-1204,Tue,3,PHY102
TP2-1018,Tue,3,ENG101
UB-1112,Tue,3,ENG101
UB-0808,Tue,3,MATH201
UB-0117,Tue,3,ENG101
UB-0204,Tue,3,ENG101
TP2-0901,Tue,3,CS101
TP2-1319,Tue,3,MATH201
UB-0107,Tue,3,ENG101
TP2-1518,Tue,3,MATH201
TP2-0912,Tue,3,MATH201
UB-1206,Tue,3,CS101
UB-0514,Tue,3,PHY102
UB-0119,Tue,3,ENG101
UB-0604,Tue,3,CS101
UB-1012,Tue,3,MATH201
TP-1204,Tue,3,ENG101
UB-0303,Tue,3,MATH201
UB-0408,Tue,3,PHY102
UB-0910,Tue,3,ENG101
UB-0102,Tue,3,CS101
TP2-1502,Tue,3,PHY102
TP2-1516,Tue,3,PHY102
UB-0202,Tue,3,PHY102
TP2-0820,Tue,3,PHY102
TP2-0013,Tue,3,CS101
UB-1317,Tue,3,MATH201
TP-0410,Tue,3,CS101
UB-0407,Tue,3,PHY102
TP2-0801,Tue,3,CS101
TP-0112,Tue,3,ENG101
UB-0206,Tue,3,PHY102
TP-0604,Tue,3,MATH201
TP-1109,Tue,3,CS101
TP-0311,Tue,3,ENG101
TP2-1419,Tue,3,CS101
UB-1506,Tue,3,ENG101
TP2-0614,Tue,3,ENG101
TP-1412,Tue,3,CS101
TP2-0802,Tue,3,PHY102
TP-1310,Tue,3,PHY102
UB-1316,Tue,3,MATH201
UB-1513,Tue,3,PHY102
TP2-0609,Tue,3,MATH201
UB-0505,Tue,3,PHY102
UB-0111,Tue,3,ENG101
TP2-1208,Tue,3,ENG101
TP2-0202,Tue,3,ENG101
UB-0305,Tue,3,MATH201
TP2-0916,Tue,3,PHY102
TP-1503,Tue,3,MATH201
UB-1508,Tue,3,ENG101
UB-1117,Tue,3,CS101
TP-0511,Tue,3,CS101
UB-0109,Tue,3,ENG101
UB-1510,Tue,3,CS101
TP2-0806,Tue,3,CS101
TP-0903,Tue,3,CS101
UB-0211,Tue,3,PHY102
TP2-0201,Tue,3,MATH201
TP2-0016,Tue,3,MATH201
UB-0310,Tue,3,MATH201
UB-0313,Tue,3,MATH201
TP-1009,Tue,3,MATH201
TP2-1301,Tue,3,CS101
UB-1120,Tue,3,PHY102
UB-1408,Tue,3,CS101
TP2-1215,Tue,3,ENG101
TP2-0918,Tue,3,CS101
UB-0314,Tue,3,CS101
TP-0503,Tue,3,PHY102
UB-1017,Tue,3,PHY102
TP2-1101,Tue,3,PHY102
UB-1110,Tue,3,PHY102
TP2-0005,Tue,3,PHY102
TP-1311,Tue,3,MATH201
TP-0509,Tue,3,ENG101
TP2-1120,Tue,3,MATH201
UB-1405,Tue,3,CS101
TP2-1503,Tue,3,ENG101
TP2-0119,Tue,3,ENG101
TP2-1117,Tue,3,MATH201
UB-1001,Tue,3,PHY102
TP-0412,Tue,3,ENG101
UB-0419,Tue,3,PHY102
UB-1113,Tue,3,CS101
TP2-0219,Tue,3,MATH201
TP-0904,Tue,3,ENG101
UB-0415,Tue,3,PHY102
TP2-0605,Tue,3,MATH201
TP2-0604,Tue,3,MATH201
TP2-0619,Tue,3,ENG101
TP2-1410,Tue,3,CS101
TP2-1404,Tue,3,ENG101
TP2-0018,Tue,3,PHY102
TP2-1517,Tue,3,CS101
UB-0901,Tue,3,ENG101
TP2-1504,Tue,3,CS101
UB-0402,Tue,3,CS101
UB-0307,Tue,3,CS101
TP2-0207,Tue,3,ENG101
TP2-0907,Tue,3,CS101
TP2-0919,Tue,3,MATH201
TP2-0208,Tue,3,CS101
UB-0807,Tue,3,CS101
TP-0202,Tue,3,CS101
TP-1501,Tue,3,ENG101
TP2-1206,Tue,3,PHY102
UB-0412,Tue,3,ENG101
TP2-1213,Tue,3,CS101
UB-0208,Tue,3,ENG101
TP2-0603,Tue,3,CS101
TP-0111,Tue,3,MATH201
TP-0909,Tue,3,MATH201
TP2-0008,Tue,3,PHY102
UB-0210,Tue,3,MATH201
UB-0609,Tue,3,MATH201
TP2-1009,Tue,3,ENG101
UB-1413,Tue,3,CS101
TP2-0103,Tue,3,MATH201
UB-1401,Tue,3,ENG101
TP2-1210,Tue,3,MATH201
TP-0712,Tue,3,PHY102
UB-0116,Tue,3,MATH201
UB-0506,Tue,3,MATH201
TP2-0905,Tue,3,PHY102
TP2-1118,Tue,3,CS101
TP-0711,Tue,3,CS101
TP2-0808,Tue,3,CS101
TP2-1304,Tue,3,ENG101
TP2-1103,Tue,3,ENG101
UB-0714,Tue,3,CS101
UB-1306,Tue,3,ENG101
TP2-0618,Tue,3,MATH201
UB-1516,Tue,3,MATH201
UB-0702,Tue,3,CS101
TP2-1318,Tue,3,PHY102
UB-1404,Tue,3,MATH201
TP-1509,Tue,3,MATH201
UB-0817,Tue,3,ENG101
TP-0803,Tue,3,PHY102
UB-0104,Tue,3,PHY102
TP-0212,Tue,3,PHY102
UB-0209,Tue,3,CS101
TP2-1119,Tue,3,CS101
TP-0809,Tue,3,ENG101
TP-1010,Tue,3,MATH201
UB-0301,Tue,3,ENG101
TP2-0006,Tue,3,MATH201
UB-1009,Tue,3,MATH201
UB-1505,Tue,3,PHY102
UB-1515,Tue,3,MATH201
TP-0501,Tue,3,PHY102
TP2-1407,Tue,3,CS101
UB-0618,Tue,3,ENG101
TP-1504,Tue,3,CS101
TP2-0010,Tue,3,PHY102
TP2-1320,Tue,3,CS101
TP-0704,Tue,3,CS101
TP2-1109,Tue,3,ENG101
TP2-0602,Tue,3,PHY102
TP2-0812,Tue,3,MATH201
UB-0806,Tue,3,ENG101
TP-1302,Tue,3,ENG101
UB-0809,Tue,3,MATH201
UB-0110,Tue,3,PHY102
UB-1203,Tue,3,MATH201
TP2-0118,Tue,3,ENG101
UB-1309,Tue,3,PHY102
UB-0410,Tue,3,PHY102
TP2-1504,Tue,4,PHY102
TP2-0105,Tue,4,MATH201
TP2-1509,Tue,4,PHY102
UB-0511,Tue,4,ENG101
TP-1009,Tue,4,CS101
UB-0405,Tue,4,PHY102
UB-0310,Tue,4,MATH201
TP-0204,Tue,4,MATH201
TP2-0117,Tue,4,MATH201
TP2-0606,Tue,4,MATH201
TP-0503,Tue,4,CS101
UB-0904,Tue,4,CS101
TP2-1516,Tue,4,PHY102
TP-0202,Tue,4,PHY102
UB-0514,Tue,4,MATH201
UB-0402,Tue,4,ENG101
UB-0404,Tue,4,ENG101
UB-0215,Tue,4,MATH201
TP-1012,Tue,4,CS101
TP-1103,Tue,4,PHY102
UB-0210,Tue,4,PHY102
UB-0414,Tue,4,MATH201
UB-0315,Tue,4,ENG101
TP2-0102,Tue,4,ENG101
UB-1503,Tue,4,MATH201
TP2-0820,Tue,4,MATH201
TP2-0812,Tue,4,PHY102
TP2-1512,Tue,4,PHY102
TP-1303,Tue,4,PHY102
TP-0704,Tue,4,PHY102
TP-0903,Tue,4,MATH201
UB-0814,Tue,4,PHY102
TP2-0816,Tue,4,CS101
UB-1014,Tue,4,ENG101
TP2-0906,Tue,4,CS101
TP2-0103,Tue,4,CS101
UB-0702,Tue,4,ENG101
TP2-0607,Tue,4,PHY102
UB-1019,Tue,4,ENG101
UB-1307,Tue,4,MATH201
TP-1003,Tue,4,MATH201
UB-0817,Tue,4,PHY102
UB-0718,Tue,4,MATH201
UB-0614,Tue,4,PHY102
UB-0318,Tue,4,PHY102
UB-0308,Tue,4,CS101
UB-1012,Tue,4,ENG101
TP-0910,Tue,4,MATH201
UB-0913,Tue,4,ENG101
UB-0412,Tue,4,ENG101
UB-1401,Tue,4,PHY102
UB-1116,Tue,4,CS101
TP-1409,Tue,4,MATH201
UB-1517,Tue,4,ENG101
UB-1519,Tue,4,ENG101
